epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.5791994032844554,0.6358702560020691,0.7019607843137254,0.6754385964912281
2,0.5559081406107912,0.61556911767799,0.7176470588235294,0.7192982456140351
3,0.5346659507195324,0.5968644580951011,0.7254901960784313,0.7192982456140351
4,0.515357496716912,0.5796274073636483,0.7450980392156863,0.7192982456140351
5,0.49769976366361174,0.5637090679623407,0.7607843137254902,0.7280701754385965
6,0.48146983947121164,0.548949225207838,0.7803921568627451,0.7280701754385965
7,0.4664848121737199,0.5351643229410796,0.8,0.7280701754385965
8,0.4526558152932593,0.5222740933704919,0.803921568627451,0.7368421052631579
9,0.4399677573724693,0.5103223360732067,0.8117647058823529,0.7543859649122807
10,0.4282740053334515,0.49926624036229467,0.8235294117647058,0.7807017543859649
11,0.4173845025906477,0.48895415356454575,0.8235294117647058,0.7807017543859649
12,0.40711500516729976,0.47914159585802907,0.8313725490196079,0.7807017543859649
13,0.3974807203514406,0.4698639107892177,0.8431372549019608,0.7894736842105263
14,0.38841836859175793,0.46109955323676616,0.8509803921568627,0.8070175438596491
15,0.37991414172943844,0.45280784438847,0.8627450980392157,0.8157894736842105
16,0.3719291093500803,0.44496770730005,0.8666666666666667,0.8157894736842105
17,0.36440938461174316,0.4375557564737115,0.8705882352941177,0.8333333333333334
18,0.3573011396200703,0.43052725532074854,0.8823529411764706,0.8333333333333334
19,0.35056057305604954,0.4238238361481751,0.8901960784313725,0.8333333333333334
20,0.3441887590269756,0.4174501609705374,0.8941176470588236,0.8333333333333334
21,0.33814418524543866,0.4113948674200622,0.8941176470588236,0.8333333333333334
22,0.3324038258599295,0.4056297570521151,0.8980392156862745,0.8333333333333334
23,0.32693757405003754,0.400119907275828,0.9019607843137255,0.8333333333333334
24,0.321731284260429,0.3948551950294244,0.9058823529411765,0.8333333333333334
25,0.31675700632209147,0.3898171319010582,0.9058823529411765,0.8333333333333334
26,0.31199125943406225,0.3849772495852064,0.9058823529411765,0.8421052631578947
27,0.3073908908815094,0.38028793963242336,0.9176470588235294,0.8596491228070176
28,0.3029811106732121,0.3757744509180225,0.9176470588235294,0.8596491228070176
29,0.298763512765154,0.3714433472206824,0.9254901960784314,0.8596491228070176
30,0.2947068122926479,0.3672690698253491,0.9254901960784314,0.8596491228070176
31,0.2908152942867945,0.3632513160780232,0.9254901960784314,0.8596491228070176
32,0.28706538626266787,0.3593729894163923,0.9254901960784314,0.8596491228070176
33,0.2834577185096179,0.35563667525461745,0.9254901960784314,0.8596491228070176
34,0.2799819636530663,0.35202440598941787,0.9254901960784314,0.8596491228070176
35,0.27662238746753903,0.34853416854697206,0.9254901960784314,0.8596491228070176
36,0.27336296671308885,0.34515067904377295,0.9254901960784314,0.8596491228070176
37,0.2702152348847762,0.34187791293495917,0.9254901960784314,0.8596491228070176
38,0.26711374439588464,0.3386809050919894,0.9294117647058824,0.8596491228070176
39,0.26410862471194646,0.33558613571421547,0.9294117647058824,0.8596491228070176
40,0.2612037834486341,0.33259271957040487,0.9333333333333333,0.868421052631579
41,0.2583914507269696,0.3296936543538594,0.9372549019607843,0.868421052631579
42,0.25566685662761635,0.32687049258307066,0.9372549019607843,0.868421052631579
43,0.2530399574751939,0.3241320709417675,0.9372549019607843,0.868421052631579
44,0.25049520757892607,0.3214801576792285,0.9372549019607843,0.868421052631579
45,0.24803346462795464,0.31890837781467685,0.9372549019607843,0.868421052631579
46,0.24564839408037104,0.3164130834311463,0.9411764705882353,0.868421052631579
47,0.24333148100454302,0.31398565223363684,0.9450980392156862,0.868421052631579
48,0.24108393112893559,0.31163180024176856,0.9450980392156862,0.8771929824561403
49,0.2389208144249988,0.3093505441313326,0.9450980392156862,0.8771929824561403
50,0.23681885724767274,0.30712979022780396,0.9450980392156862,0.8771929824561403
